DOID_162	0.082291	-0.504732	0.031708	0.241479	0.514032	-0.266679	0.178254	0.131694	-0.228704	-0.343032	0.135849	-0.030954	0.095496	-0.350013	0.483004	0.556831	0.640072	0.122345	0.024645	-0.147621	0.266933	-0.077709	0.344817	-0.338669	-0.195927	0.308576	0.148983	-0.591186	-0.237591	-0.031076	0.583966	-0.360479	-0.400382	0.772812	0.285527	0.605753	-0.592289	0.124146	-0.159593	-0.015995	0.389556	-0.262138	0.037659	0.357105	0.365624	0.422809	0.437556	-0.223836	-0.643189	-0.056413	-0.258853	0.064582	-0.286044	-0.222636	-0.830806	0.123341	-0.191455	-0.022142	0.523545	0.103245	-0.201909	0.519639	-0.068375	0.016342	-0.333662	0.673972	0.133843	-0.29	0.116365	-0.117395	0.211553	-0.06269	-0.364169	-0.140147	0.43889	-0.260613	-0.308635	0.454106	-0.605795	-0.145127	0.171808	-0.073404	0.25915	-0.609695	-0.024303	0.50391	-0.232531	-0.303735	1.107433	-0.437814	-0.095772	-0.302339	-0.560421	0.22814	-0.010295	-0.438622	-0.163161	0.233629	0.243978	0.386695	0
DOID_1612	0.114664	-0.530748	0.047367	0.408655	0.433326	-0.262514	0.399271	0.046024	-0.120964	-0.755808	-0.012688	0.372943	0.154136	-0.512876	0.34053	0.842779	0.649581	0.253677	0.065306	0.259023	0.332754	-0.392901	0.160516	-0.434851	-0.243175	0.332305	0.396662	-0.357455	0.047316	0.13952	0.759461	-0.140379	-0.394736	0.639432	0.347209	0.737303	-0.87634	0.250664	-0.002108	0.216168	0.229491	-0.096477	-0.307195	0.394181	0.58938	0.21037	0.107837	-0.471604	-0.47427	-0.031606	-0.42928	-0.358031	-0.463694	0.032337	-0.892269	0.119635	-0.025739	0.004487	0.467245	0.180877	-0.050348	0.738776	0.062867	0.163309	-0.403025	0.601441	0.537204	-0.476652	0.232484	-0.017946	0.024066	0.151784	-0.636548	0.069984	0.047041	-0.203521	-0.31015	0.465793	-0.7918	-0.181188	0.040918	0.133519	0.236313	-0.804121	0.116347	0.417278	-0.536292	-0.152145	0.852835	-0.334911	-0.055459	-0.245667	-0.315799	-0.038519	0.064143	-0.127365	-0.124837	0.501052	0.203359	0.355149	15
DOID_6713	0.371381	-0.216017	-0.381121	0.251724	0.224421	-0.094956	-0.003174	0.303316	-0.315495	0.278915	-0.116404	-0.050452	-0.702662	-0.076264	0.3435	0.704998	1.057338	0.624471	-0.010878	-0.335608	0.527272	-0.204593	1.095718	-0.626873	-0.326163	-0.181977	0.425995	-0.360412	-0.260144	-0.203733	0.622944	-0.262588	-0.512453	0.682405	0.553671	0.661861	0.484696	0.305701	0.40917	0.716566	-0.064592	-0.308757	0.082627	0.036549	0.656213	0.020706	0.59313	-0.066262	-0.233034	0.101955	0.128897	0.087803	0.038952	0.035785	-0.272133	-0.058801	-0.178209	-0.365256	-0.031345	0.50474	0.242705	-0.278193	-0.180546	-0.169032	-0.157407	0.140649	-0.239433	-0.149714	0.17602	0.019927	-0.34884	-0.166089	-0.14532	0.228489	0.377664	0.014984	-0.960249	0.692184	-0.242645	-0.236999	0.520316	-0.084105	-0.01799	-0.01739	-0.029293	0.740277	-0.474693	0.131009	0.857922	-0.063026	-0.262259	0.101887	-0.266284	-0.238205	-0.067968	0.276202	-0.018107	0.420409	-0.221724	0.292063	5
DOID_9970	0.229462	-0.065894	0.304081	0.067158	0.354827	-0.203798	0.122687	0.270356	-0.589369	-0.210457	-0.186014	0.658985	-0.39036	-0.415915	0.021583	0.400656	0.975497	0.221732	0.158614	-0.173301	0.443927	0.013457	0.678816	-1.146832	-0.265184	-0.026293	0.245475	-0.274753	-0.377142	0.08259	-0.09441	-0.758358	-0.396515	0.387145	0.554639	-0.177837	-0.057644	-0.172194	-0.232535	0.451635	0.192018	-0.370123	0.134018	0.742262	0.050028	0.224764	0.394507	-0.3578	0.011488	0.10495	-0.146715	0.503333	0.059884	0.179404	-0.595521	0.64924	-0.408309	-0.224129	0.477263	0.286987	-0.104812	0.390748	0.174439	0.006111	-0.164649	-0.092283	0.11608	0.197433	0.529285	-0.038516	-0.102449	-0.490663	0.327341	0.488122	-0.348034	0.27921	-0.151664	0.235287	-1.00227	-0.527809	0.141455	0.204915	0.234465	-0.837997	0.046135	0.596213	-0.340856	-0.158717	0.425719	0.174036	-0.548879	-0.264047	-0.786628	-0.227799	0.392832	-0.190139	-0.158646	0.576898	0.219549	0.16597	0
DOID_10763	0.124069	-0.105749	-0.110178	0.245846	0.121399	0.048093	-0.260719	0.363254	-0.913319	-0.25868	-0.1974	0.405248	-0.610551	-0.330642	-0.129329	0.425065	1.071512	0.509858	0.15132	-0.193717	0.722871	0.272413	0.980642	-0.463899	-0.37147	-0.010836	0.441344	-0.25089	-0.233653	0.089794	-0.014857	-0.86345	-0.547543	0.20566	0.606871	0.714333	0.154523	-0.40603	0.012997	0.659737	-0.045275	-0.344124	-0.272249	0.318697	0.309723	-0.068738	0.380298	0.075008	0.025518	0.253339	0.051741	0.275626	0.238071	0.354779	-0.681246	0.448353	-0.434249	-0.029446	0.377498	0.505723	-0.000466	0.269817	-0.01557	-0.209747	-0.072661	0.27562	0.069807	-0.333778	0.598042	0.071113	-0.217805	-0.463597	0.268059	0.663329	0.218502	0.050175	-0.589799	0.396896	-0.497961	-0.254446	0.625446	-0.19761	0.264337	-0.640894	-0.107744	0.98076	-0.390509	0.210537	0.222368	0.270339	-0.579858	-0.167864	-0.710199	-0.191715	0.232398	0.09025	-0.286024	0.611141	0.301689	-5.00E-05	5
DOID_12365	0.173347	0.535196	-0.464003	0.218435	0.441427	-0.122454	0.204961	0.211586	-0.852864	-0.257414	0.1142	0.494709	-0.083513	-0.157122	-0.076692	0.305695	0.869861	0.467929	0.312622	0.268525	0.203615	0.137913	0.663909	-0.50851	0.106512	0.339995	0.393158	-0.385025	-0.201752	-0.619327	-0.387717	-0.413854	-0.836702	-0.491928	0.285359	0.806621	-0.247335	-0.0886	0.087221	-0.07313	0.18509	0.141319	0.184674	0.380866	0.476996	0.4015	0.486806	0.179081	0.110315	-0.052153	-0.429461	0.346462	0.438457	-0.165426	-0.161824	-0.099397	-0.548696	0.122647	-0.064315	0.755833	-0.235682	-0.203962	-0.237338	-0.078335	-0.294678	-0.150742	0.176331	-0.320261	1.005262	0.134316	0.088294	-0.041007	-0.678071	0.534842	0.246698	0.118941	-0.677155	-0.282688	-0.689741	-0.437878	0.089971	-0.947384	-0.199615	-0.37492	-0.287764	0.401776	0.089346	0.540222	0.494459	-0.286819	0.403085	-0.444294	-0.619871	0.109647	-0.15506	-0.45545	-0.643446	0.541602	-0.166642	-0.315419	0
DOID_225	-0.2175	-0.038725	0.232404	-0.201171	0.246879	-0.216679	-0.022733	0.143976	0.094094	0.17206	-0.55012	0.381818	-0.448623	0.322718	-0.1257	0.132306	0.835608	0.248199	-0.766634	0.151164	0.2599	0.194266	0.521842	-0.447293	-0.403128	-0.243889	0.136566	0.133415	-0.188673	-0.193324	-0.606836	-0.621032	-0.4789	0.91598	0.598768	-0.151949	0.342855	0.229288	0.658536	0.244288	0.004527	0.304898	0.27519	-0.13238	-0.282981	-0.125104	0.421254	0.267427	-0.319756	-0.177101	0.114286	0.074578	0.079583	-0.228436	-0.795986	0.344724	0.069106	0.476023	0.517159	0.591879	-0.170479	-0.046091	-0.753252	0.017367	-0.061941	0.475774	0.349566	-0.189021	-0.069763	0.493473	-0.152108	0.361254	-0.023046	-0.096379	0.025189	0.285196	-0.9252	0.260111	-0.287686	-0.330443	0.202377	-0.691989	0.486294	-0.460419	-0.135772	0.615467	-0.629116	0.183303	0.505679	0.471456	0.10512	0.041695	-0.236354	-0.162564	0.318312	-0.328747	0.014195	-0.00561	0.181413	0.074014	0
DOID_684	0.326782	-0.626393	-0.587514	0.078084	0.555441	-0.370889	0.011671	-0.036462	-0.569853	-0.858786	-0.243216	0.237074	0.018149	-0.226557	0.502081	0.951227	0.475479	0.200672	0.394531	-0.368445	0.390938	-0.301071	0.394721	-0.648961	0.171341	-0.085106	0.782304	-0.286521	-0.15042	0.248144	1.050271	-0.393526	-0.48077	0.659838	0.12767	0.885066	-0.274432	0.398772	-0.212477	-0.112216	0.379359	0.134772	-0.572666	0.317329	0.605647	0.10061	0.223376	-0.162427	0.175523	-0.142969	-0.645209	-0.274627	-0.310058	-0.085405	-0.763771	0.451398	-0.225305	0.137196	0.152317	0.451215	0.225604	0.499703	-0.623444	0.501906	-0.490917	0.529941	0.271717	-0.491296	0.147174	0.097527	0.292359	-0.086684	-0.466925	0.046281	0.117015	-0.395466	-0.796901	0.696013	-0.67378	-0.099592	-0.05306	-0.200647	0.2496	-0.45607	0.277405	0.252378	-0.518361	-0.2895	0.67079	-0.195292	0.397411	-0.105335	-0.490104	0.205139	-0.03949	-0.507353	-0.214845	0.558354	0.036904	-0.064923	0
DOID_8469	0.058479	0.042189	-0.42716	-0.069586	0.25778	-0.584588	0.770918	-0.220089	-0.646381	0.150109	0.524804	-0.167435	0.226129	0.334542	0.145723	0.294832	1.095812	0.320377	0.014049	-0.190514	-0.184446	-0.330108	0.814748	-0.953665	-0.01669	0.542448	0.212549	-0.178745	-0.501565	-0.265307	0.201525	-0.193253	-0.657437	-0.378051	0.533328	0.705605	0.098957	-0.031157	0.070852	-0.483392	0.342788	-0.253114	0.456567	0.084599	-0.032116	-0.058677	0.317262	-0.124381	-0.030856	-0.363253	-0.201932	0.034926	0.213322	-0.473432	-0.45464	-0.176286	-0.343302	0.575	-0.325709	0.362356	-0.10642	0.078949	-0.234622	-0.025118	-0.454849	0.307681	0.189822	-0.122947	0.832822	0.033969	0.275812	0.095609	-0.833546	0.029615	0.243064	0.488006	-1.134388	-0.151836	-0.572348	-0.559992	-0.382325	-0.046198	0.013623	0.026917	-0.165947	-0.0221	-0.178188	0.037591	0.168238	-0.563427	0.392305	0.107763	0.192594	-0.191224	0.484423	-0.579307	0.213119	0.583241	-0.494587	0.320751	0
DOID_2841	0.046001	-0.192152	-0.045631	-0.050124	0.797489	-0.375041	0.015695	0.47585	-0.736212	0.080576	0.162474	0.288317	0.056416	-0.091858	-0.52105	0.315993	1.154658	0.318186	0.147668	-0.172499	0.15049	-0.121895	0.9131	-0.514716	-0.034427	0.137558	0.128677	-0.178787	-0.625565	-0.119828	-0.003227	-0.62041	-0.661777	0.373528	0.432595	0.611805	-0.078799	0.144231	0.075708	0.535745	0.12283	-0.224458	0.393786	0.745114	0.196158	-0.34522	0.163052	-0.057718	-0.475494	0.584367	0.482058	0.450849	0.172822	0.050566	-0.599395	0.080944	-0.475591	0.50276	0.273836	0.388368	0.168099	0.357455	-0.698391	-0.185335	-0.614336	0.529358	0.242735	-0.262482	0.912792	-0.100162	0.028834	-0.488597	-0.065623	0.364298	0.478187	0.695389	-0.349958	-0.205758	-0.522901	-0.355736	0.529537	0.164397	0.046922	-0.161923	-0.695892	0.788395	-0.136982	0.036823	0.378471	-0.004729	-0.190815	-0.174153	-0.240914	-0.378177	0.589217	-0.393659	-0.170964	0.555052	-0.064977	0.192918	14
